4;01;BIENES Y VALORES ENTREGADOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
5;011;BIENES EN PRÉSTAMO, CUSTODIA Y NO CAPITALIZABLES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
6;0111;BIENES EN PRÉSTAMO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
7;0112;BIENES EN CUSTODIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
8;012;VALORES Y BIENES ENTREGADOS EN GARANTÍA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
9;0121;CARTAS FIANZA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
10;0122;CUENTAS POR COBRAR;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
11;0123;EXISTENCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
12;0124;INVERSIÓN MOBILIARIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
13;0125;INVERSIÓN INMOBILIARIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
14;0126;INMUEBLES, MAQUINARIA Y EQUIPO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
15;0127;INTANGIBLES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
16;0128;ACTIVOS BIOLÓGICOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
17;013;ACTIVOS REALIZABLES ENTREGADOS EN CONSIGNACIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
18;02;DERECHOS SOBRE INSTRUMENTOS FINANCIEROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
19;021;PRIMARIOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
20;0211;INVERSIONES MANTENIDAS PARA NEGOCIACIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
21;0212;INVERSIONES DISPONIBLES PARA LA VENTA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
22;0213;INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
23;022;DERIVADOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
24;0221;CONTRATOS A FUTURO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
25;0222;CONTRATOS A TÉRMINO (FORWARD);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
26;0223;PERMUTAS FINANCIERAS (SWAP);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
27;0224;CONTRATOS DE OPCIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
28;03;OTRAS CUENTAS DE ORDEN DEUDORAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
29;031;CONTRATOS APROBADOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
30;0311;CONTRATOS EN EJECUCIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
31;0312;CONTRATOS EN TRÁMITE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
32;032;BIENES DADOS DE BAJA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
33;0321;SUMINISTROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
34;0322;INMUEBLES, MAQUINARIA Y EQUIPO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
35;039;DIVERSAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
36;04;DEUDORAS POR CONTRA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
37;06;BIENES Y VALORES RECIBIDOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
38;061;BIENES RECIBIDOS EN PRÉSTAMO Y CUSTODIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
39;0611;BIENES RECIBIDOS EN PRÉSTAMO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
40;0612;BIENES RECIBIDOS EN CUSTODIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
41;062;VALORES Y BIENES RECIBIDOS EN GARANTÍA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
42;0621;CARTAS FIANZA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
43;0622;CUENTAS POR COBRAR;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
44;0623;EXISTENCIAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
45;0624;INVERSIÓN MOBILIARIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
46;0625;INVERSIÓN INMOBILIARIA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
47;0626;INMUEBLES, MAQUINARIA Y EQUIPO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
48;06261;UTILES DE OFICINA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
49;0627;INTANGIBLES;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
50;0628;ACTIVOS BIOLÓGICOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
51;063;ACTIVOS REALIZABLES RECIBIDOS EN CONSIGNACIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
52;07;COMPROMISOS SOBRE INSTRUMENTOS FINANCIEROS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
53;071;PRIMARIOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
54;0711;INVERSIONES MANTENIDAS PARA NEGOCIACIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
55;0712;INVERSIONES DISPONIBLES PARA LA VENTA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
56;0713;INVERSIONES A SER MANTENIDAS HASTA EL VENCIMIENTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
57;072;DERIVADOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
58;0721;CONTRATOS A FUTURO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
59;0722;CONTRATOS A TÉRMINO (FORWARD);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
60;0723;PERMUTAS FINANCIERAS (SWAP);0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
61;0724;CONTRATOS DE OPCIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
62;08;OTRAS CUENTAS DE ORDEN ACREEDORAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
63;089;DIVERSAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
64;09;ACREEDORAS POR CONTRA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
65;10;EFECTIVO Y EQUIVALENTES DE EFECTIVO;0.00;0.00;430782.595;429051.06;1731.535;0.00;1731.535;0.00;1731.535;0.00;0.00;0.00;0.00;0.00;0;1;;2018
66;101;CAJA;0.00;0.00;36780.06;36780.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
67;1010;CAJA CHICA;0.00;0.00;36780.06;36780.06;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
68;10101;CAJA CHICA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;;2018
69;10102;CAJA - RENACER;0.00;0.00;1039.65;1039.65;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;;2018
70;10103;CAJA - PROYECTO;0.00;0.00;35740.41;35740.41;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1;1;;2018
71;102;FONDOS FIJOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
72;103;EFECTIVO EN TRÁNSITO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
73;104;CUENTAS CORRIENTES EN INSTITUCIONES FINANCIERAS;0.00;0.00;394002.535;392271.00;1731.535;0.00;1731.535;0.00;1731.535;0.00;0.00;0.00;0.00;0.00;0;1;;2018
74;1041;CUENTAS CORRIENTES OPERATIVAS;0.00;0.00;394002.535;392271.00;1731.535;0.00;1731.535;0.00;1731.535;0.00;0.00;0.00;0.00;0.00;0;1;;2018
75;10411;BANCO CONTINENTAL CC ME 0011-0210-0100040699-29 (P. TEAR FUND SUIZA);0.00;0.00;196064.559;195914.35;150.209;0.00;150.209;0.00;150.209;0.00;0.00;0.00;0.00;0.00;1;1;;2018
76;10412;BANCO CONTINENTAL CC MN 0011-0210-0100047626-25 (P. TEAR FUND SUIZA);0.00;0.00;197314.046;195880.43;1433.616;0.00;1433.616;0.00;1433.616;0.00;0.00;0.00;0.00;0.00;1;1;;2018
77;1042;CUENTAS CORRIENTES PARA FINES ESPECÍFICOS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
78;105;OTROS EQUIVALENTES DE EFECTIVO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
79;1051;OTROS EQUIVALENTES DE EFECTIVO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
80;106;DEPÓSITOS EN INSTITUCIONES FINANCIERAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
81;1061;DEPÓSITOS DE AHORRO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
82;1062;DEPÓSITOS A PLAZO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
83;107;FONDOS SUJETOS A RESTRICCIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
84;1071;FONDOS SUJETOS A RESTRICCIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;1;;2018
85;11;INVERSIONES FINANCIERAS;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
86;111;INVERSIONES MANTENIDAS PARA NEGOCIACIÓN;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
87;1111;VALORES EMITIDOS O GARANTIZADOS POR EL ESTADO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
88;11111;COSTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
89;11112;VALOR RAZONABLE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
90;1112;VALORES EMITIDOS POR EL SISTEMA FINANCIERO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
91;11121;COSTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
92;11122;VALOR RAZONABLE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
93;1113;VALORES EMITIDOS POR EMPRESA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
94;11131;COSTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
95;11132;VALOR RAZONABLE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
96;1114;OTROS TÍTULOS REPRESENTATIVOS DE DEUDA;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
97;11141;COSTO;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
98;11142;VALOR RAZONABLE;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0;0;;2018
